"","X","Seat_code","IN_PROP","quickstats_code.x","CED_NAME_2021","STATE_NAME_2021.x","SeatID","Enrolment","Yes","No","Informal","Complete","Votes_returned","Votes_returned_pc","Informal_pc_tot","Yes_pc_tot","No_pc_tot","Informal_pc_so_far","Yes_pc_so_far","No_pc_so_far","Yes_lead_pts_so_far","indig","age","t_ed","income","quickstats_code.y","STATE_NAME_2021.y","State_acronym","dem_rating","FullName","Party","DivisionID","Australian.Labor.Party.Percentage","Coalition.point.lead","ALP.margin","Swing"
"1",0,101,55.9,101,"Banks","New South Wales",103,108862,33853,54457,1403,"False",89713,82.41,0.0128878763939667,0.310971688927266,0.5002388344877,0.0156387591541917,0.377347764538027,0.607013476307781,-0.122652235461973,1,39,30.2,782,101,"New South Wales","NSW","Inner Metropolitan","Hon David Coleman MP","Liberal Party of Australia",103,0.468,0.032,-0.032,-0.0906522354619732
"2",1,102,45.8,102,"Barton","New South Wales",104,112669,37225,47069,1409,"False",85703,76.07,0.0125056581668427,0.330392565834435,0.417763537441532,0.0164404979989032,0.434348855932698,0.549210646068399,-0.0656511440673022,0.7,36,34.4,813,102,"New South Wales","NSW","Inner Metropolitan","Hon Linda Burney MP","Australian Labor Party",104,0.6554,-0.1554,0.1554,-0.221051144067302
"3",2,103,46.1,103,"Bennelong","New South Wales",105,117287,44232,48177,1089,"False",93498,79.72,0.00928491648690818,0.377126194718937,0.410761635986938,0.0116473079638067,0.473079638067124,0.515273053969069,-0.0269203619328756,0.5,37,46.9,942,103,"New South Wales","NSW","Inner Metropolitan","Mr Jerome Laxale MP","Australian Labor Party",105,0.5098,-0.00979999999999997,0.00979999999999997,-0.0367203619328755
"4",3,104,62.2,104,"Berowra","New South Wales",106,107219,39529,44364,991,"False",84884,79.17,0.00924276480847611,0.368675328066854,0.41376994749065,0.011674756137788,0.465682578577824,0.522642665284388,-0.0343174214221761,0.7,43,40.9,960,104,"New South Wales","NSW","Outer Metropolitan","Mr Julian Leeser MP","Liberal Party of Australia",106,0.4023,0.0977,-0.0977,0.0633825785778239
"5",4,105,42.9,105,"Blaxland","New South Wales",107,110299,29633,48511,2155,"False",80299,72.8,0.0195378017933073,0.268660640622308,0.439813597584747,0.0268371959800247,0.369033238271959,0.604129565748017,-0.130966761728041,0.6,33,20.4,556,105,"New South Wales","NSW","Inner Metropolitan","Hon Jason Clare MP","Australian Labor Party",107,0.6494,-0.1494,0.1494,-0.280366761728041
"6",5,106,51.8,106,"Bradfield","New South Wales",108,109603,44776,42252,793,"False",87821,80.13,0.00723520341596489,0.408528963623258,0.385500396886947,0.00902973092995981,0.509855273795561,0.481114995274479,0.00985527379556139,0.3,41,52.7,1062,106,"New South Wales","NSW","Inner Metropolitan","Hon Paul Fletcher MP","Liberal Party of Australia",108,0.4345,0.0655,-0.0655,0.0753552737955614
"7",6,107,83.8,107,"Calare","New South Wales",109,123089,29347,74500,1124,"False",104971,85.28,0.00913160396136129,0.238420979941343,0.605253109538627,0.0107077192748473,0.279572453344257,0.709719827380896,-0.220427546655743,7.8,40,16.8,757,107,"New South Wales","NSW","Rural","Hon Andrew Gee MP","Independent",109,0.3455,0.1545,-0.1545,-0.0659275466557429
"8",7,108,49.2,108,"Chifley","New South Wales",111,127433,38878,57752,1548,"False",98178,77.04,0.0121475598942189,0.30508580979809,0.453195012280963,0.0157672798386604,0.39599502943633,0.58823769072501,-0.10400497056367,4.2,34,24.7,749,108,"New South Wales","NSW","Outer Metropolitan","Hon Ed Husic MP","Australian Labor Party",111,0.6347,-0.1347,0.1347,-0.23870497056367
"9",8,109,72.8,109,"Cook","New South Wales",112,111910,32402,57154,1000,"False",90556,80.92,0.00893575194352605,0.289536234474131,0.510713966580288,0.0110428905870401,0.357811740801272,0.631145368611688,-0.142188259198728,1.3,42,28,991,109,"New South Wales","NSW","Inner Metropolitan","Hon Scott Morrison MP","Liberal Party of Australia",112,0.3756,0.1244,-0.1244,-0.0177882591987279
"10",9,110,80.4,110,"Cowper","New South Wales",113,132073,36364,72666,1366,"False",110396,83.59,0.0103427649860305,0.27533258122402,0.550195725091427,0.0123736367259683,0.329395992608428,0.658230370665604,-0.170604007391572,7.2,47,16.6,629,110,"New South Wales","NSW","Provincial","Mr Pat Conaghan MP","The Nationals",113,0.4053,0.0947,-0.0947,-0.0759040073915722
"11",10,111,74,111,"Cunningham","New South Wales",114,118427,49746,47246,1163,"False",98155,82.88,0.0098203956867944,0.420056237175644,0.398946186258201,0.0118486067953747,0.506810656614538,0.481340736590087,0.00681065661453828,2.7,39,28.2,780,111,"New South Wales","NSW","Provincial","Ms Alison Byrnes MP","Australian Labor Party",114,0.647,-0.147,0.147,-0.140189343385462
"12",11,112,80.7,112,"Dobell","New South Wales",115,120355,33234,61238,1189,"False",95661,79.48,0.00987910763989863,0.276133106227411,0.508811432844502,0.0124293076593387,0.347414306770784,0.640156385569877,-0.152585693229216,5.8,41,15.2,718,112,"New South Wales","NSW","Provincial","Hon Emma McBride MP","Australian Labor Party",115,0.5652,-0.0652,0.0652,-0.217785693229216
"13",12,113,79.2,113,"Eden-Monaro","New South Wales",117,117428,38729,59333,1065,"False",99127,84.42,0.00906938719896447,0.329810607350887,0.505271315188882,0.0107437933156456,0.390700818142383,0.598555388541971,-0.109299181857617,3.9,43,22.6,873,113,"New South Wales","NSW","Rural","Hon Kristy McBain MP","Australian Labor Party",117,0.582,-0.082,0.082,-0.191299181857617
"14",13,114,80.3,114,"Farrer","New South Wales",118,122149,25023,75234,978,"False",101235,82.88,0.00800661487200059,0.204856363948948,0.615919901104389,0.00966069047266262,0.247177359608831,0.743161949918506,-0.252822640391169,4.9,42,14.2,744,114,"New South Wales","NSW","Rural","Hon Sussan Ley MP","Liberal Party of Australia",118,0.3365,0.1635,-0.1635,-0.0893226403911691
"15",14,115,39.1,115,"Fowler","New South Wales",119,112730,34287,52062,1880,"False",88229,78.27,0.0166770158786481,0.304151512463408,0.461829149294775,0.0213081866506477,0.388613721112106,0.590078092237246,-0.111386278887894,0.9,38,15.6,521,115,"New South Wales","NSW","Outer Metropolitan","Ms Dai Le MP","Independent",119,0.5572,-0.0572,0.0572,-0.168586278887894
"16",15,116,79.8,116,"Gilmore","New South Wales",120,129320,41000,66602,1128,"False",108730,84.08,0.00872254871636251,0.317042994123105,0.515017012063099,0.0103743217143383,0.377080842453785,0.612544835831877,-0.122919157546215,5.8,49,18,655,116,"New South Wales","NSW","Rural","Mrs Fiona Phillips MP","Australian Labor Party",120,0.5017,-0.00170000000000002,0.00170000000000002,-0.124619157546215
"17",16,117,63.3,117,"Grayndler","New South Wales",121,111419,65474,22690,768,"False",88932,79.82,0.00689289977472424,0.587637656055071,0.203645697771475,0.00863581163135879,0.736225430666127,0.255138757702514,0.236225430666127,1.2,38,49.3,1254,117,"New South Wales","NSW","Inner Metropolitan","Hon Anthony Albanese MP","Australian Labor Party",121,0.7885,-0.2885,0.2885,-0.052274569333873
"18",17,118,50.2,118,"Greenway","New South Wales",122,126428,42372,56110,1129,"False",99611,78.79,0.00892998386433385,0.335147277501819,0.443809915525042,0.0113340896085774,0.425374707612613,0.56329120277881,-0.0746252923873869,1.6,35,35,931,118,"New South Wales","NSW","Outer Metropolitan","Hon Michelle Rowland MP","Australian Labor Party",122,0.6153,-0.1153,0.1153,-0.189925292387387
"19",18,119,76.2,119,"Hughes","New South Wales",124,108616,37359,53217,897,"False",91473,84.22,0.00825845179347426,0.343954850114164,0.489955439345953,0.00980617231314158,0.408415598045325,0.581778229641534,-0.0915844019546752,1.5,39,28,997,119,"New South Wales","NSW","Outer Metropolitan","Ms Jenny Ware MP","Liberal Party of Australia",124,0.4299,0.0701,-0.0701,-0.0214844019546752
"20",19,120,82.3,120,"Hume","New South Wales",125,126270,26382,74837,948,"False",102167,80.91,0.00750772154906154,0.208933238298883,0.592674427813416,0.00927892568050349,0.258224279855531,0.732496794463966,-0.241775720144469,4.2,38,16.4,855,120,"New South Wales","NSW","Provincial","Hon Angus Taylor MP","Liberal Party of Australia",125,0.4228,0.0772,-0.0772,-0.164575720144469
"21",20,121,85.5,121,"Hunter","New South Wales",126,132346,30182,75244,1157,"False",106583,80.53,0.00874223625950161,0.228053737929367,0.568540038988711,0.010855389696293,0.283178368032425,0.705966242271282,-0.216821631967575,8,40,13.2,730,121,"New South Wales","NSW","Rural","Mr Dan Repacholi MP","Australian Labor Party",126,0.5403,-0.0403,0.0403,-0.257121631967575
"22",21,122,51.9,122,"Kingsford Smith","New South Wales",127,115849,49457,40827,1029,"False",91313,78.82,0.00888225189686575,0.426909166242264,0.352415644502758,0.0112689321345263,0.541620579764108,0.447110488101366,0.041620579764108,1.9,36,40.2,1042,122,"New South Wales","NSW","Inner Metropolitan","Hon Matt Thistlethwaite MP","Australian Labor Party",127,0.645,-0.145,0.145,-0.103379420235892
"23",22,123,71.5,123,"Lindsay","New South Wales",128,128298,31111,70335,1282,"False",102728,80.07,0.00999236153330527,0.242490140142481,0.548215872422018,0.0124795576668484,0.302848298419126,0.684672143914025,-0.197151701580874,5.3,35,17.7,866,123,"New South Wales","NSW","Outer Metropolitan","Mrs Melissa McIntosh MP","Liberal Party of Australia",128,0.4366,0.0634,-0.0634,-0.133751701580874
"24",23,124,83.9,124,"Lyne","New South Wales",130,127089,25825,75124,983,"False",101932,80.21,0.00773473707401899,0.203204053852025,0.591113314291559,0.00964368402464388,0.253355177961778,0.737001138013578,-0.246644822038222,6.7,51,13.5,600,124,"New South Wales","NSW","Rural","Hon Dr David Gillespie MP","The Nationals",130,0.362,0.138,-0.138,-0.108644822038222
"25",24,125,63.5,125,"Macarthur","New South Wales",131,141022,38263,71213,1555,"False",111031,78.73,0.0110266483243749,0.271326459701323,0.504977946703351,0.014005097675424,0.344615467752249,0.641379434572327,-0.155384532247751,3.8,34,20.4,806,125,"New South Wales","NSW","Outer Metropolitan","Dr Mike Freelander MP","Australian Labor Party",131,0.5853,-0.0853,0.0853,-0.240684532247751
"26",25,126,69.1,126,"Mackellar","New South Wales",132,112580,46017,45666,1047,"False",92730,82.37,0.00930005329543436,0.408749333807071,0.40563155089714,0.0112908443869298,0.496247169200906,0.492461986412164,-0.00375283079909416,0.7,43,32.9,1018,126,"New South Wales","NSW","Outer Metropolitan","Dr Sophie Scamps MP","Independent",132,0.414,0.086,-0.086,0.0822471692009059
"27",26,127,80.7,127,"Macquarie","New South Wales",133,109172,37939,50154,956,"False",89049,81.57,0.00875682409409006,0.347515846554061,0.459403510057524,0.0107356623881234,0.426046334040809,0.563218003571068,-0.073953665959191,3.7,42,25,838,127,"New South Wales","NSW","Provincial","Ms Susan Templeman MP","Australian Labor Party",133,0.5777,-0.0777,0.0777,-0.151653665959191
"28",27,128,49.1,128,"McMahon","New South Wales",315,111600,29337,53981,1622,"False",84940,76.11,0.0145340501792115,0.262876344086022,0.483700716845878,0.0190958323522486,0.345384977631269,0.635519190016482,-0.154615022368731,1.3,36,16.7,602,128,"New South Wales","NSW","Outer Metropolitan","Hon Chris Bowen MP","Australian Labor Party",315,0.5949,-0.0949,0.0949,-0.249515022368731
"29",28,129,56.6,129,"Mitchell","New South Wales",134,128016,40690,58158,918,"False",99766,77.93,0.00717097862767154,0.317850893638295,0.454302587176603,0.00920153158390634,0.407854379247439,0.582944089168655,-0.092145620752561,0.6,38,40.8,1026,129,"New South Wales","NSW","Outer Metropolitan","Hon Alex Hawke MP","Liberal Party of Australia",134,0.3931,0.1069,-0.1069,0.014754379247439
"30",29,130,82.1,130,"New England","New South Wales",135,116060,24176,73516,884,"False",98576,84.94,0.00761674995691883,0.208306048595554,0.633430983973807,0.00896770004869339,0.245252394091868,0.745779905859438,-0.254747605908132,10.3,42,15.7,690,130,"New South Wales","NSW","Rural","Hon Barnaby Joyce MP","The Nationals",135,0.3357,0.1643,-0.1643,-0.0904476059081318
"31",30,131,80.7,131,"Newcastle","New South Wales",136,123715,53332,47245,1139,"False",101716,82.22,0.00920664430343936,0.431087580325749,0.381885785878834,0.0111978449801408,0.524322623776004,0.464479531243855,0.0243226237760038,4.2,37,29.2,867,131,"New South Wales","NSW","Provincial","Ms Sharon Claydon MP","Australian Labor Party",136,0.6798,-0.1798,0.1798,-0.155477376223996
"32",31,132,56,132,"North Sydney","New South Wales",137,113147,51421,35100,795,"False",87316,77.17,0.00702625787692117,0.454461894703351,0.310215913811237,0.00910486050666545,0.588906958633011,0.401988180860323,0.0889069586330111,0.4,39,55.7,1402,132,"New South Wales","NSW","Inner Metropolitan","Ms Kylea Tink MP","Independent",137,0.4874,0.0126,-0.0126,0.101506958633011
"33",32,133,82.5,133,"Page","New South Wales",138,124241,33211,70726,1180,"False",105117,84.61,0.00949766985133732,0.267311113078613,0.569264574496342,0.0112255867271707,0.31594318711531,0.67283122615752,-0.18405681288469,6.6,46,15.8,635,133,"New South Wales","NSW","Rural","Hon Kevin Hogan MP","The Nationals",138,0.3926,0.1074,-0.1074,-0.0766568128846904
"34",33,134,81.2,134,"Parkes","New South Wales",139,110985,17788,68444,917,"False",87149,78.52,0.00826237779880164,0.160273910888859,0.61669594990314,0.0105222090901789,0.204110202067723,0.785367588842098,-0.295889797932277,16.4,39,13.1,753,134,"New South Wales","NSW","Rural","Hon Mark Coulton MP","The Nationals",139,0.3216,0.1784,-0.1784,-0.117489797932277
"35",34,135,38.2,135,"Parramatta","New South Wales",140,109369,34897,42272,1119,"False",78288,71.58,0.0102314184092384,0.319075789300442,0.386508059870713,0.0142933782955242,0.445751583895361,0.539955037809115,-0.0542484161046393,0.8,34,39.9,813,135,"New South Wales","NSW","Inner Metropolitan","Dr Andrew Charlton MP","Australian Labor Party",140,0.5457,-0.0457,0.0457,-0.0999484161046393
"36",35,136,85.4,136,"Paterson","New South Wales",249,135940,33535,80260,1306,"False",115101,84.67,0.00960717963807562,0.246689716051199,0.59040753273503,0.0113465565025499,0.291352811878263,0.697300631619187,-0.208647188121737,7.7,40,13.2,722,136,"New South Wales","NSW","Provincial","Ms Meryl Swanson MP","Australian Labor Party",249,0.5331,-0.0331,0.0331,-0.241747188121737
"37",36,137,43.9,137,"Reid","New South Wales",144,116666,40858,46294,942,"False",88094,75.51,0.00807433185332488,0.350213429791027,0.396807981759896,0.0106931232547052,0.46380003178423,0.525506844961064,-0.0361999682157695,0.6,35,43.6,958,137,"New South Wales","NSW","Inner Metropolitan","Ms Sally Sitou MP","Australian Labor Party",144,0.5519,-0.0519,0.0519,-0.0880999682157695
"38",37,138,76.1,138,"Richmond","New South Wales",145,123584,42993,56499,1407,"False",100899,81.64,0.0113849689280166,0.347884839461419,0.457170831175557,0.0139446377070139,0.426099366693426,0.55995599559956,-0.0739006333065739,3.7,46,21.6,699,138,"New South Wales","NSW","Rural","Hon Justine Elliot MP","Australian Labor Party",145,0.5823,-0.0823,0.0823,-0.156200633306574
"39",38,139,84.5,139,"Riverina","New South Wales",250,117720,27840,71430,991,"False",100261,85.17,0.00841828066598709,0.236493374108053,0.60677879714577,0.00988420223217403,0.27767526755169,0.712440530216136,-0.22232473244831,7.5,40,14.7,734,139,"New South Wales","NSW","Rural","Hon Michael McCormack MP","The Nationals",250,0.3515,0.1485,-0.1485,-0.0738247324483099
"40",39,140,76.1,140,"Robertson","New South Wales",146,113382,39344,53250,1023,"False",93617,82.57,0.00902259617928772,0.347003933604981,0.469651267396941,0.0109275024835233,0.420265550060352,0.568806947456124,-0.0797344499396477,3.5,44,22.4,761,140,"New South Wales","NSW","Provincial","Dr Gordon Reid MP","Australian Labor Party",146,0.5226,-0.0226,0.0226,-0.102334449939648
"41",40,141,85.5,141,"Shortland","New South Wales",148,117655,36912,59964,1102,"False",97978,83.28,0.00936636777017551,0.313730823169436,0.509659597977137,0.011247422890853,0.376737634979281,0.612014942129866,-0.123262365020719,5.3,43,18.5,745,141,"New South Wales","NSW","Provincial","Hon Pat Conroy MP","Australian Labor Party",148,0.5582,-0.0582,0.0582,-0.181462365020719
"42",41,142,44.4,142,"Sydney","New South Wales",149,122192,59270,24369,803,"False",84442,69.11,0.00657162498363232,0.48505630483174,0.199432041377504,0.00950948580090476,0.701901897160181,0.288588617038914,0.201901897160181,1.5,33,52.4,1228,142,"New South Wales","NSW","Inner Metropolitan","Hon Tanya Plibersek MP","Australian Labor Party",149,0.7557,-0.2557,0.2557,-0.0537981028398191
"43",42,143,62.6,143,"Warringah","New South Wales",151,106766,49860,34925,800,"False",85585,80.16,0.00749302212314782,0.467002603825188,0.327117247063672,0.0093474323771689,0.582578722907051,0.40807384471578,0.0825787229070515,0.5,40,47.9,1330,143,"New South Wales","NSW","Inner Metropolitan","Ms Zali Steggall OAM, MP","Independent",151,0.4857,0.0143,-0.0143,0.0968787229070515
"44",43,144,45,144,"Watson","New South Wales",251,110995,34335,48497,1880,"False",84712,76.32,0.0169376998963917,0.309338258480112,0.436929591423037,0.0221928416281046,0.405314477287751,0.572492681084144,-0.0946855227122486,0.6,36,26.6,626,144,"New South Wales","NSW","Inner Metropolitan","Hon Tony Burke MP","Australian Labor Party",251,0.651,-0.151,0.151,-0.245685522712248
"45",44,145,57.6,145,"Wentworth","New South Wales",152,104454,48940,29794,1044,"False",79778,76.38,0.00999483026021024,0.468531602427863,0.285235606104122,0.0130863145228008,0.61345233021635,0.373461355260849,0.11345233021635,0.4,38,53.6,1517,145,"New South Wales","NSW","Inner Metropolitan","Ms Allegra Spender MP","Independent",152,0.4408,0.0592,-0.0592,0.17265233021635
"46",45,146,50.6,146,"Werriwa","New South Wales",153,133104,40745,62988,1815,"False",105548,79.3,0.0136359538406058,0.306114016107705,0.473223945185719,0.017195967711373,0.386032894986167,0.59677113730246,-0.113967105013833,1.8,34,20,671,146,"New South Wales","NSW","Outer Metropolitan","Ms Anne Stanley MP","Australian Labor Party",153,0.5582,-0.0582,0.0582,-0.172167105013833
"47",46,147,77.9,147,"Whitlam","New South Wales",150,128715,37101,67713,1340,"False",106154,82.47,0.0104105970555102,0.28824146369887,0.526069222701317,0.0126231701113477,0.349501667388888,0.637875162499765,-0.150498332611112,4.2,41,16.6,730,147,"New South Wales","NSW","Provincial","Hon Stephen Jones MP","Australian Labor Party",150,0.6007,-0.1007,0.1007,-0.251198332611112
"48",47,201,64,201,"Aston","Victoria",197,111395,37601,51728,979,"False",90308,81.07,0.00878854526684322,0.337546568517438,0.464365546029894,0.0108406785666829,0.4163639987598,0.572795322673517,-0.0836360012402002,0.6,40,28,797,201,"Victoria","Vic","Outer Metropolitan","Ms Mary Doyle MP","Australian Labor Party",197,0.4719,0.0281,-0.0281,-0.0555360012402002
"49",48,202,83.1,202,"Ballarat","Victoria",198,113572,38406,54170,972,"False",93548,82.37,0.00855844750466664,0.338164336280069,0.476966153629416,0.0103903878222944,0.410548595373498,0.579061016804208,-0.0894514046265019,1.7,41,22.4,734,202,"Victoria","Vic","Provincial","Hon Catherine King MP","Australian Labor Party",198,0.6297,-0.1297,0.1297,-0.219151404626502
